gene_id,sprot_Top_BLASTX_hit
TRINITY_DN5230_c0_g2,SATT_BOVIN
TRINITY_DN52316_c0_g1,ANX2A_XENLA
TRINITY_DN5232_c0_g1,ZCHC4_XENTR
TRINITY_DN5233_c0_g1,KCC2B_HUMAN
TRINITY_DN5233_c0_g3,KCC2B_BOVIN
TRINITY_DN5233_c0_g4,KCC2B_HUMAN
TRINITY_DN52346_c0_g1,PDE4D_HUMAN
TRINITY_DN52349_c0_g1,SPG21_XENLA
TRINITY_DN52349_c0_g3,SPG21_HUMAN
TRINITY_DN5234_c0_g1,GBG5_RAT
TRINITY_DN5234_c0_g2,GBG5_RAT
TRINITY_DN52366_c1_g1,ASB4_HUMAN
TRINITY_DN52371_c0_g1,KSR1_MOUSE
TRINITY_DN52371_c0_g2,KSR1_HUMAN
TRINITY_DN5237_c0_g1,ZO84_XENLA
TRINITY_DN5237_c0_g2,ZF316_MOUSE
TRINITY_DN5237_c1_g1,ZO84_XENLA
TRINITY_DN5239_c1_g2,BABA1_XENLA
TRINITY_DN523_c1_g1,GP107_MOUSE
TRINITY_DN5240_c0_g1,NLGNX_HUMAN
TRINITY_DN52410_c0_g1,ZBT44_XENTR
TRINITY_DN52410_c0_g3,ZBT44_HUMAN
TRINITY_DN52410_c0_g4,ZBT44_XENTR
TRINITY_DN52412_c1_g1,HEM2_HUMAN
TRINITY_DN5241_c0_g1,CORO7_BOVIN
TRINITY_DN52425_c0_g1,PCDGB_PANTR
TRINITY_DN52437_c0_g2,1433B_CHICK
TRINITY_DN52437_c0_g3,1433T_CHICK
TRINITY_DN52439_c0_g1,POL_KORV
TRINITY_DN5243_c0_g1,ILF2_XENTR
TRINITY_DN5243_c0_g2,DAPK2_MOUSE
TRINITY_DN5243_c0_g3,DAPK2_MOUSE
TRINITY_DN5243_c1_g1,FEN1_XENTR
TRINITY_DN52448_c0_g1,CE112_HUMAN
TRINITY_DN52450_c0_g1,MYT1L_MOUSE
TRINITY_DN52451_c0_g1,CO3_BOVIN
TRINITY_DN52451_c1_g1,CO3_NAJNA
TRINITY_DN52452_c0_g1,XPO5_HUMAN
TRINITY_DN52452_c0_g2,XPO5_MOUSE
TRINITY_DN52452_c0_g3,XPO5_HUMAN
TRINITY_DN52458_c0_g1,ANR40_HUMAN
TRINITY_DN5245_c0_g1,PAG15_BOVIN
TRINITY_DN5245_c0_g2,PAG15_RAT
TRINITY_DN5245_c0_g3,PAG15_MOUSE
TRINITY_DN52463_c0_g1,INO80_HUMAN
TRINITY_DN5246_c0_g1,TCB1_CAEBR
TRINITY_DN52487_c0_g1,FBXL3_HUMAN
TRINITY_DN52492_c0_g1,MZF1_HUMAN
TRINITY_DN52494_c0_g2,IN80C_MOUSE
TRINITY_DN52496_c0_g1,ZG71_XENLA
TRINITY_DN52496_c2_g1,ZG42_XENLA
TRINITY_DN52498_c0_g1,PGBD4_HUMAN
TRINITY_DN52498_c0_g2,PGBD4_HUMAN
TRINITY_DN5249_c0_g1,FHL2_RAT
TRINITY_DN5249_c0_g2,FHL5_BOVIN
TRINITY_DN52507_c0_g1,ABT1_PONAB
TRINITY_DN52507_c1_g2,LORF2_MOUSE
TRINITY_DN5250_c1_g1,UN13D_HUMAN
TRINITY_DN52513_c0_g1,ZSCA2_HUMAN
TRINITY_DN52516_c1_g1,OSBL1_RAT
TRINITY_DN52518_c1_g1,SELW_DANRE
TRINITY_DN5251_c0_g1,RPC7L_BOVIN
TRINITY_DN5251_c0_g2,RPC7L_BOVIN
TRINITY_DN52528_c0_g1,CCKAR_XENLA
TRINITY_DN5252_c3_g1,RTL1_MOUSE
TRINITY_DN5252_c4_g1,RTL1_BOVIN
TRINITY_DN52531_c0_g1,PCDGK_HUMAN
TRINITY_DN5254_c0_g1,ATPO_MOUSE
TRINITY_DN5254_c0_g2,ATPO_PIG
TRINITY_DN52550_c0_g1,TIGD1_HUMAN
TRINITY_DN52557_c0_g1,SRC_CHICK
TRINITY_DN52564_c0_g1,ZSC20_HUMAN
TRINITY_DN52572_c0_g1,ZNF22_PONAB
TRINITY_DN5257_c0_g1,CP2U1_BOVIN
TRINITY_DN5257_c0_g2,CP2U1_HUMAN
TRINITY_DN52590_c0_g1,TNR16_CHICK
TRINITY_DN52590_c0_g2,TNR16_CHICK
TRINITY_DN52595_c4_g1,MADD_RAT
TRINITY_DN52598_c0_g1,LORF2_HUMAN
TRINITY_DN5259_c0_g2,CLD1_MOUSE
TRINITY_DN52603_c1_g1,KCY_XENLA
TRINITY_DN5260_c0_g1,RGPS2_HUMAN
TRINITY_DN52615_c0_g1,TFP11_XENTR
TRINITY_DN52615_c0_g2,TFP11_CHICK
TRINITY_DN5261_c0_g1,ZN879_HUMAN
TRINITY_DN5261_c0_g2,ZF316_MOUSE
TRINITY_DN52622_c0_g1,PCSK5_HUMAN
TRINITY_DN52623_c0_g1,Z585B_PONAB
TRINITY_DN52623_c0_g2,ZG71_XENLA
TRINITY_DN5262_c0_g1,TDRD3_XENLA
TRINITY_DN5262_c0_g2,TDRD3_XENTR
TRINITY_DN52633_c0_g1,ZO29_XENLA
TRINITY_DN5263_c0_g1,IF4G1_HUMAN
TRINITY_DN5263_c0_g2,IF4G1_MOUSE
TRINITY_DN52641_c0_g1,ZNF84_HUMAN
TRINITY_DN5265_c0_g1,NF1_HUMAN
TRINITY_DN5265_c0_g2,NF1_RAT
TRINITY_DN5265_c0_g3,NF1_MOUSE
TRINITY_DN52666_c0_g1,TCC2_MOUSE
TRINITY_DN52666_c1_g1,KV3AI_MOUSE
TRINITY_DN52671_c0_g1,PXMP2_BOVIN
TRINITY_DN52683_c0_g1,TAP26_MOUSE
TRINITY_DN5268_c0_g1,UBP28_HUMAN
TRINITY_DN5268_c0_g2,UBP28_HUMAN
TRINITY_DN5268_c0_g3,UBP28_CHICK
TRINITY_DN5269_c0_g1,PSMD4_HUMAN
TRINITY_DN5269_c0_g2,PSMD4_HUMAN
TRINITY_DN5269_c1_g1,PSMD4_BOVIN
TRINITY_DN52701_c0_g1,SC5AC_MOUSE
TRINITY_DN52706_c0_g1,LSM8_PONAB
TRINITY_DN52706_c0_g2,LSM8_PONAB
TRINITY_DN52709_c1_g1,KI18A_HUMAN
TRINITY_DN52712_c2_g2,CEBPE_MOUSE
TRINITY_DN52719_c0_g1,CDON_XENLA
TRINITY_DN52723_c0_g1,TAXB1_XENTR
TRINITY_DN52724_c0_g1,LUM_CHICK
TRINITY_DN52727_c1_g1,TOM1_CHICK
TRINITY_DN52733_c2_g1,AT2A2_HUMAN
TRINITY_DN5273_c0_g1,ADA19_HUMAN
TRINITY_DN52741_c0_g1,ZO26_XENLA
TRINITY_DN52741_c1_g1,ZG67_XENLA
TRINITY_DN52744_c2_g1,TCB1_CAEBR
TRINITY_DN52745_c1_g1,PDCD4_PONAB
TRINITY_DN52749_c0_g2,PRDM9_MOUSE
TRINITY_DN5274_c0_g1,AP3M2_HUMAN
TRINITY_DN5275_c1_g1,P5I11_BOVIN
TRINITY_DN5276_c0_g1,R3HD2_MOUSE
TRINITY_DN5276_c0_g2,R3HD2_MOUSE
TRINITY_DN5276_c1_g2,MEPCE_MOUSE
TRINITY_DN5276_c1_g3,MEPCE_HUMAN
TRINITY_DN52772_c1_g1,BCORL_HUMAN
TRINITY_DN52777_c0_g1,TRMB_XENLA
TRINITY_DN5277_c0_g1,NUP88_RAT
TRINITY_DN52795_c0_g1,MYH4_PIG
TRINITY_DN5280_c0_g1,IPO7_MOUSE
TRINITY_DN5281_c0_g2,EF1B_XENLA
TRINITY_DN5281_c0_g4,EF1B_XENLA
TRINITY_DN5281_c0_g5,EF1B_XENLA
TRINITY_DN52821_c0_g1,ZO71_XENLA
TRINITY_DN52821_c0_g2,PRDM9_MOUSE
TRINITY_DN5282_c0_g2,TICN2_MOUSE
TRINITY_DN5282_c0_g3,TICN2_HUMAN
TRINITY_DN5282_c2_g1,TICN2_HUMAN
TRINITY_DN52831_c0_g1,TCB2_CAEBR
TRINITY_DN5283_c0_g1,SR140_PONAB
TRINITY_DN5283_c0_g2,SR140_MOUSE
TRINITY_DN5283_c0_g3,SR140_MOUSE
TRINITY_DN52841_c0_g1,ZN271_PONAB
TRINITY_DN52847_c0_g1,PTSP_AGRIP
TRINITY_DN52848_c0_g1,ECE1_MOUSE
TRINITY_DN52848_c2_g1,ECE1_CAVPO
TRINITY_DN52848_c3_g1,ECE1_MOUSE
TRINITY_DN52855_c0_g1,ZG67_XENLA
TRINITY_DN52855_c0_g2,ZG67_XENLA
TRINITY_DN52855_c0_g3,ZNF81_HUMAN
TRINITY_DN52856_c0_g1,NF7O_XENLA
TRINITY_DN52857_c1_g1,NCEH1_MOUSE
TRINITY_DN52859_c0_g1,KCRU_CHICK
TRINITY_DN52859_c0_g2,KCRU_CHICK
TRINITY_DN52859_c0_g3,KCRU_CHICK
TRINITY_DN5285_c0_g1,PWP3A_BOVIN
TRINITY_DN52867_c0_g1,CO4A1_MOUSE
TRINITY_DN52867_c1_g1,CO7A1_MOUSE
TRINITY_DN52869_c0_g1,APBB3_HUMAN
TRINITY_DN52878_c0_g1,MLP3C_HUMAN
TRINITY_DN5287_c0_g1,TCPG_XENLA
TRINITY_DN5287_c0_g2,TCPG_XENLA
TRINITY_DN5287_c0_g3,TCPG_XENLA
TRINITY_DN52880_c2_g1,YTDC1_HUMAN
TRINITY_DN52882_c0_g1,TLN2_HUMAN
TRINITY_DN5288_c0_g1,ANLN_XENLA
TRINITY_DN5290_c0_g1,EFCB3_HUMAN
TRINITY_DN52913_c0_g1,IMDH2_XENTR
TRINITY_DN5291_c0_g2,ERMIN_HUMAN
TRINITY_DN52920_c0_g1,CRG3_XENLA
TRINITY_DN52921_c0_g2,RPC9_HUMAN
TRINITY_DN52924_c0_g1,RHG40_HUMAN
TRINITY_DN52926_c0_g1,SPAG5_HUMAN
TRINITY_DN52933_c0_g1,HAND2_XENLA
TRINITY_DN52933_c0_g2,HAND2_RAT
TRINITY_DN52933_c1_g1,PRC2B_HUMAN
TRINITY_DN52935_c0_g1,DRC8_MOUSE
TRINITY_DN52935_c0_g2,DRC8_MOUSE
TRINITY_DN52936_c0_g2,Y381_BACCJ
TRINITY_DN52937_c3_g1,TCB2_CAEBR
TRINITY_DN52939_c0_g1,M2GD_HUMAN
TRINITY_DN5293_c0_g1,TBP_HUMAN
TRINITY_DN5293_c0_g2,TBP_XENTR
TRINITY_DN52940_c0_g1,EGR3_MOUSE
TRINITY_DN52941_c0_g1,MMP17_HUMAN
TRINITY_DN52946_c0_g1,TTC6_HUMAN
TRINITY_DN52946_c0_g2,ACRO_MELGA
TRINITY_DN52967_c0_g1,POL2_DROME
TRINITY_DN52967_c1_g1,GIN1_MOUSE
TRINITY_DN52974_c0_g1,CBX4_MOUSE
TRINITY_DN52979_c0_g2,IFT56_XENTR
TRINITY_DN52984_c0_g1,LORF2_MOUSE
TRINITY_DN52984_c2_g1,LORF2_MOUSE
TRINITY_DN52987_c0_g1,RXB_XENLA
TRINITY_DN52993_c0_g1,CHAC2_XENLA
TRINITY_DN52998_c0_g1,TM260_HUMAN
TRINITY_DN52999_c0_g1,LORF2_HUMAN
TRINITY_DN529_c0_g1,TGM3_BOVIN
TRINITY_DN53009_c0_g1,ODPX_HUMAN
TRINITY_DN53015_c0_g1,DCX_HUMAN
TRINITY_DN53015_c0_g2,DCX_MOUSE
TRINITY_DN53020_c0_g1,DYH2_HUMAN
TRINITY_DN5302_c0_g1,KPRA_BOVIN
TRINITY_DN53036_c0_g1,FA2H_RAT
TRINITY_DN5303_c0_g1,ZO71_XENLA
TRINITY_DN5303_c0_g2,ZO71_XENLA
TRINITY_DN5304_c1_g1,ZO22_XENLA
TRINITY_DN5304_c1_g2,ZNF22_PONAB
TRINITY_DN5304_c2_g1,ZNF3_HUMAN
TRINITY_DN5304_c2_g2,ZN568_HUMAN
TRINITY_DN53051_c0_g1,TF29_SCHPO
TRINITY_DN53051_c0_g2,TF28_SCHPO
TRINITY_DN53051_c2_g1,TF211_SCHPO
TRINITY_DN5305_c0_g1,SIDT2_MOUSE
TRINITY_DN53063_c0_g1,PRDM9_MOUSE
TRINITY_DN53071_c0_g1,KLH14_MOUSE
TRINITY_DN53077_c2_g1,TC1A_CAEEL
TRINITY_DN53077_c4_g1,TCB1_CAEBR
TRINITY_DN53085_c1_g2,BAZ1A_HUMAN
TRINITY_DN53086_c1_g1,CO5A1_CRILO
TRINITY_DN53087_c0_g1,CNOT8_HUMAN
TRINITY_DN53087_c1_g1,CNOT8_HUMAN
TRINITY_DN53096_c0_g1,LORF2_HUMAN
TRINITY_DN53096_c1_g1,LIN1_NYCCO
TRINITY_DN53096_c1_g2,LIN1_NYCCO
TRINITY_DN53096_c2_g1,LIN1_NYCCO
TRINITY_DN53096_c3_g1,LIN1_NYCCO
TRINITY_DN5309_c0_g1,RFIP1_RAT
TRINITY_DN5309_c0_g2,RFIP1_RAT
TRINITY_DN53100_c1_g1,HAUS3_XENLA
TRINITY_DN53105_c0_g1,BANK1_HUMAN
TRINITY_DN53106_c0_g1,SVS2_RAT
TRINITY_DN53107_c0_g1,PEG10_HUMAN
TRINITY_DN53107_c0_g2,PEG10_HUMAN
TRINITY_DN5310_c0_g1,IFT52_MOUSE
TRINITY_DN53113_c0_g1,MSLNL_HUMAN
TRINITY_DN5311_c0_g1,KCAB1_RAT
TRINITY_DN5311_c1_g1,T106C_BOVIN
TRINITY_DN53120_c0_g1,DYDC2_HUMAN
TRINITY_DN53123_c0_g1,S12A9_XENLA
TRINITY_DN53127_c3_g1,QOR_HUMAN
TRINITY_DN53128_c0_g1,ARL5C_MOUSE
TRINITY_DN5312_c2_g1,RDH14_MOUSE
TRINITY_DN53133_c1_g1,HOOK3_XENLA
TRINITY_DN5313_c0_g1,CAVN1_RAT
TRINITY_DN53146_c0_g1,GP139_HUMAN
TRINITY_DN5314_c0_g2,PSME2_BOVIN
TRINITY_DN53158_c0_g1,PRP2_SOYBN
TRINITY_DN53159_c0_g1,LORF1_MOUSE
TRINITY_DN5315_c0_g1,LTC4S_RAT
TRINITY_DN53161_c0_g1,CNR2_MOUSE
TRINITY_DN53169_c0_g1,RAB19_XENTR
TRINITY_DN53172_c0_g1,O1019_MOUSE
TRINITY_DN53172_c0_g2,O1009_MOUSE
TRINITY_DN5317_c0_g1,CBY1_BOVIN
TRINITY_DN5317_c0_g2,CBY1_HUMAN
TRINITY_DN53182_c0_g1,HNRPU_MOUSE
TRINITY_DN5318_c0_g1,S2547_HUMAN
TRINITY_DN531_c0_g1,RL7_CHICK
TRINITY_DN531_c0_g2,RL7_CHICK
TRINITY_DN531_c3_g1,RL7_CHICK
TRINITY_DN53200_c0_g1,ICEK_PSESX
TRINITY_DN53220_c0_g1,RTL1_MOUSE
TRINITY_DN53220_c2_g1,RTL1_BOVIN
TRINITY_DN53223_c0_g1,TFAM_MOUSE
TRINITY_DN53223_c0_g2,TFAM_PIG
TRINITY_DN53224_c0_g1,PKHO2_MOUSE
TRINITY_DN5322_c0_g1,MABP1_XENLA
TRINITY_DN53230_c0_g1,TM216_BOVIN
TRINITY_DN53235_c1_g1,P5I11_BOVIN
TRINITY_DN5323_c0_g1,INSR_XENLA
TRINITY_DN5324_c0_g1,COEA1_CHICK
TRINITY_DN53250_c0_g1,ZN300_HUMAN
TRINITY_DN53250_c0_g2,ZG48_XENLA
TRINITY_DN53250_c1_g1,ZG67_XENLA
TRINITY_DN5325_c0_g1,VKGC_RAT
TRINITY_DN5325_c0_g2,VKGC_MOUSE
TRINITY_DN5325_c0_g3,VKGC_RAT
TRINITY_DN5325_c0_g4,VKGC_SHEEP
TRINITY_DN5325_c0_g5,VKGC_PONAB
TRINITY_DN53261_c0_g1,CDKL2_RAT
TRINITY_DN53265_c0_g2,LIN1_NYCCO
TRINITY_DN53267_c0_g1,AK1C1_HUMAN
TRINITY_DN53267_c1_g1,AK1C1_PONAB
TRINITY_DN53270_c0_g1,RIC1_MOUSE
TRINITY_DN53270_c0_g2,RIC1_HUMAN
TRINITY_DN5327_c0_g1,RPB4_MOUSE
TRINITY_DN53281_c0_g1,CO6_RAT
TRINITY_DN53286_c0_g1,TIF1B_HUMAN
TRINITY_DN53286_c1_g1,TIF1B_HUMAN
TRINITY_DN53286_c2_g1,TIF1B_HUMAN
TRINITY_DN53289_c1_g1,AP1S1_MOUSE
TRINITY_DN53292_c0_g1,ZN300_HUMAN
TRINITY_DN53292_c0_g2,ZG71_XENLA
TRINITY_DN53292_c1_g1,ZG71_XENLA
TRINITY_DN53292_c1_g2,PRDM9_MOUSE
TRINITY_DN53297_c0_g1,CYH2_HUMAN
TRINITY_DN53304_c4_g1,B3GA3_MOUSE
TRINITY_DN53306_c0_g1,TBB_LYTPI
TRINITY_DN53306_c2_g1,TBB_STRPU
TRINITY_DN5330_c0_g1,EKI1_MOUSE
TRINITY_DN53310_c0_g1,POK8_HUMAN
TRINITY_DN53314_c1_g1,S20AA_XENLA
TRINITY_DN53320_c0_g1,CAND1_HUMAN
TRINITY_DN5332_c0_g1,ALAT2_XENTR
TRINITY_DN5332_c0_g3,ALAT2_XENTR
TRINITY_DN53335_c1_g1,KDM4A_HUMAN
TRINITY_DN53346_c1_g1,VLDLR_RABIT
TRINITY_DN5334_c0_g1,TEN1L_HUMAN
TRINITY_DN5334_c0_g2,TEN1L_HUMAN
TRINITY_DN53350_c0_g1,POL_WDSV
TRINITY_DN53350_c1_g1,YG31B_YEAST
TRINITY_DN53353_c0_g3,NET4_MOUSE
TRINITY_DN53354_c0_g1,IKZF3_HUMAN
TRINITY_DN53368_c0_g1,ANKR6_HUMAN
TRINITY_DN53369_c0_g1,S35F3_HUMAN
TRINITY_DN53370_c0_g1,S39AA_MOUSE
TRINITY_DN53371_c0_g1,RS10_XENLA
TRINITY_DN53377_c0_g1,CBPA2_MOUSE
TRINITY_DN53383_c0_g1,TRAK2_HUMAN
TRINITY_DN53386_c0_g1,K0100_HUMAN
TRINITY_DN5338_c0_g1,HIPK3_HUMAN
TRINITY_DN5338_c1_g1,HIPK3_HUMAN
TRINITY_DN53390_c0_g2,IFFO1_HUMAN
TRINITY_DN53390_c1_g1,IFFO1_HUMAN
TRINITY_DN53393_c0_g1,GID8B_DANRE
TRINITY_DN53393_c0_g2,GID8_CHICK
TRINITY_DN533_c0_g1,SRC8_CHICK
TRINITY_DN5340_c0_g1,CPXM2_HUMAN
TRINITY_DN5341_c0_g1,UCP2_CYPCA
TRINITY_DN53423_c1_g1,PDLI7_BOVIN
TRINITY_DN5342_c0_g1,DMT1B_XENLA
TRINITY_DN5343_c0_g1,SMTL2_MOUSE
TRINITY_DN5343_c0_g2,SMTL2_MOUSE
TRINITY_DN5344_c0_g1,HDAC1_CHICK
TRINITY_DN5344_c0_g2,HDAC1_CHICK
TRINITY_DN53456_c0_g1,WDFY1_HUMAN
TRINITY_DN53456_c0_g2,WDFY1_BOVIN
TRINITY_DN53460_c0_g1,ZN671_HUMAN
TRINITY_DN53461_c0_g1,ARP10_MOUSE
TRINITY_DN53465_c1_g1,ZN182_MOUSE
TRINITY_DN53465_c1_g2,ZNF22_PONAB
TRINITY_DN53480_c0_g1,NLRC4_XENTR
TRINITY_DN53482_c0_g1,EPN4_BOVIN
TRINITY_DN53485_c0_g1,SNX20_BOVIN
TRINITY_DN53497_c0_g1,U2AF2_MOUSE
TRINITY_DN53503_c0_g1,P2RX5_RAT
TRINITY_DN5351_c0_g1,PAPOG_HUMAN
TRINITY_DN53523_c0_g1,LORF1_HUMAN
TRINITY_DN53525_c0_g1,TCB1_CAEBR
TRINITY_DN53529_c1_g1,LORF2_MOUSE
TRINITY_DN53533_c0_g1,LAMB1_MOUSE
TRINITY_DN5353_c0_g1,DR9C7_BOVIN
TRINITY_DN5353_c0_g2,H17B6_RAT
TRINITY_DN5353_c0_g3,RDH7_RAT
TRINITY_DN5353_c0_g4,RDH7_RAT
TRINITY_DN5353_c5_g1,RDH16_HUMAN
TRINITY_DN53540_c0_g1,ZO29_XENLA
TRINITY_DN53557_c0_g1,PUS3_HUMAN
TRINITY_DN5355_c0_g1,ACOT2_HUMAN
TRINITY_DN5355_c0_g3,ACOT1_HUMAN
TRINITY_DN5355_c0_g4,ACOT2_HUMAN
TRINITY_DN5355_c0_g5,ACOT2_MOUSE
TRINITY_DN53560_c0_g1,LRC71_HUMAN
TRINITY_DN53563_c0_g1,COX6A_ONCMY
TRINITY_DN53568_c0_g1,SI1L1_MOUSE
TRINITY_DN53568_c1_g1,SI1L1_MOUSE
TRINITY_DN5356_c0_g1,RHOC_CHICK
TRINITY_DN53572_c0_g1,NU98A_ARATH
TRINITY_DN53579_c0_g1,TF29_SCHPO
TRINITY_DN5357_c0_g1,LMO3_XENLA
TRINITY_DN53580_c0_g1,POL5_DROME
TRINITY_DN53584_c0_g1,NEBL_MOUSE
TRINITY_DN53584_c1_g1,NEBL_MOUSE
TRINITY_DN53584_c1_g2,NEBU_HUMAN
TRINITY_DN53587_c1_g1,ZG48_XENLA
TRINITY_DN53590_c0_g1,CP4B1_RAT
TRINITY_DN53597_c0_g1,LIN1_NYCCO
TRINITY_DN5359_c0_g1,PDLI2_RAT
TRINITY_DN5359_c0_g2,PDLI2_RAT
TRINITY_DN535_c0_g1,CATZ_RAT
TRINITY_DN535_c0_g2,CATZ_RAT
TRINITY_DN535_c0_g4,CATZ_RAT
TRINITY_DN53617_c1_g1,LIN1_NYCCO
TRINITY_DN53622_c0_g1,SUV3_CHICK
TRINITY_DN53625_c0_g1,FUT9_MOUSE
TRINITY_DN53626_c0_g1,Z658B_HUMAN
TRINITY_DN53636_c0_g1,LORF2_MOUSE
TRINITY_DN53636_c1_g1,LORF2_MOUSE
TRINITY_DN53636_c2_g1,LIN1_NYCCO
TRINITY_DN53636_c3_g1,LORF2_MOUSE
TRINITY_DN5363_c0_g1,LPIN1_HUMAN
TRINITY_DN5363_c0_g2,LPIN1_MOUSE
TRINITY_DN5364_c0_g1,JIP4_MOUSE
TRINITY_DN5364_c1_g1,JIP3_HUMAN
TRINITY_DN5364_c1_g2,JIP3_HUMAN
TRINITY_DN5365_c0_g1,BT3L4_XENTR
TRINITY_DN5365_c0_g2,BT3L4_XENTR
TRINITY_DN53662_c1_g1,AT1A2_BOVIN
TRINITY_DN5366_c1_g1,GPDM_BOVIN
TRINITY_DN53676_c0_g1,CP241_CANLF
TRINITY_DN53678_c0_g1,HNRPR_HUMAN
TRINITY_DN53678_c0_g2,HNRPQ_RAT
TRINITY_DN5367_c0_g1,SYTC_BOVIN
TRINITY_DN5367_c0_g2,SYTC_BOVIN
TRINITY_DN5367_c0_g3,SYTC2_XENTR
TRINITY_DN5368_c0_g1,2ABB_XENLA
TRINITY_DN5368_c1_g1,2ABA_PIG
TRINITY_DN53695_c0_g1,CBX4_MOUSE
TRINITY_DN5369_c0_g1,COQ8B_DANRE
TRINITY_DN53709_c0_g1,ZCH18_MOUSE
TRINITY_DN53716_c0_g1,FGF18_MOUSE
TRINITY_DN53743_c1_g1,ANPRA_HUMAN
TRINITY_DN53747_c0_g1,CAR11_MOUSE
TRINITY_DN53751_c1_g2,PGBD4_HUMAN
TRINITY_DN53755_c0_g1,LIN1_NYCCO
TRINITY_DN53755_c1_g1,LORF2_HUMAN
TRINITY_DN53755_c1_g2,LORF2_MOUSE
TRINITY_DN53755_c1_g3,LORF2_MOUSE
TRINITY_DN53755_c2_g1,LORF2_MOUSE
TRINITY_DN53755_c3_g1,LORF2_MOUSE
TRINITY_DN53758_c0_g1,ZO84_XENLA
TRINITY_DN5375_c0_g1,DHX8_HUMAN
TRINITY_DN53765_c0_g1,ZG48_XENLA
TRINITY_DN53766_c1_g1,UBR4_HUMAN
TRINITY_DN5376_c0_g1,CIKS_HUMAN
TRINITY_DN53774_c0_g1,SYT1_PONAB
TRINITY_DN53777_c0_g1,AMNLS_HUMAN
TRINITY_DN5377_c1_g1,ZDHC6_PONAB
TRINITY_DN53781_c0_g1,ZSCA2_MOUSE
TRINITY_DN53781_c1_g1,ZO61_XENLA
TRINITY_DN53781_c2_g1,PRDM9_MOUSE
TRINITY_DN53781_c3_g1,ZO71_XENLA
TRINITY_DN53781_c4_g1,ZO22_XENLA
TRINITY_DN53781_c5_g1,ZG71_XENLA
TRINITY_DN5378_c0_g1,DHC24_HUMAN
TRINITY_DN53790_c0_g1,LORF2_MOUSE
TRINITY_DN53791_c0_g1,NAA10_MOUSE
TRINITY_DN53791_c0_g2,NAA10_MOUSE
TRINITY_DN53797_c0_g1,TCB1_CAEBR
TRINITY_DN5379_c0_g2,CDIP1_XENTR
TRINITY_DN53803_c0_g1,SODM_MOUSE
TRINITY_DN5380_c0_g1,RBGPR_HUMAN
TRINITY_DN53816_c0_g2,PHIPL_XENTR
TRINITY_DN53819_c0_g1,ZN236_HUMAN
TRINITY_DN5381_c0_g1,MTX2_PIG
TRINITY_DN5381_c0_g2,MTX2_PIG
TRINITY_DN5381_c0_g3,MTX2_MOUSE
TRINITY_DN5382_c0_g1,EDNRA_HUMAN
TRINITY_DN5382_c2_g1,H10_MOUSE
TRINITY_DN53833_c0_g1,LORF2_HUMAN
TRINITY_DN53833_c2_g1,LORF2_HUMAN
TRINITY_DN5383_c0_g1,WDR61_XENLA
TRINITY_DN5383_c0_g3,WDR61_CHICK
TRINITY_DN5383_c0_g4,WDR61_MOUSE
TRINITY_DN5383_c0_g5,WDR61_XENLA
TRINITY_DN53845_c0_g1,SPTC3_HUMAN
TRINITY_DN53849_c0_g1,PLAG1_CHICK
TRINITY_DN5384_c0_g3,SYCY1_PANTR
TRINITY_DN53862_c1_g1,SDCB1_MOUSE
TRINITY_DN53864_c0_g1,TNR4_MOUSE
TRINITY_DN53870_c0_g1,POC5_XENLA
TRINITY_DN5387_c0_g1,MYG1_HUMAN
TRINITY_DN53887_c0_g1,LHX9_XENLA
TRINITY_DN53888_c0_g1,ZO84_XENLA
TRINITY_DN5388_c0_g2,ADT1_RABIT
TRINITY_DN5388_c0_g3,ADT2_TACAC
TRINITY_DN5388_c0_g4,ADT3_BOVIN
TRINITY_DN53892_c0_g1,CELR3_RAT
TRINITY_DN53894_c1_g1,STA31_XENLA
TRINITY_DN53896_c0_g1,GAG_RSVSA
TRINITY_DN53896_c1_g1,POL_WDSV
TRINITY_DN53899_c0_g1,BKRB2_RABIT
TRINITY_DN53899_c0_g2,BKRB2_HUMAN
TRINITY_DN53899_c0_g3,BKRB2_HUMAN
TRINITY_DN5389_c0_g1,INMT_PONAB
TRINITY_DN5389_c0_g2,INMT_MOUSE
TRINITY_DN5389_c0_g3,INMT_MOUSE
TRINITY_DN538_c1_g1,IMA5_CHICK
TRINITY_DN53904_c0_g2,CD63_RABIT
TRINITY_DN53905_c0_g1,LORF2_MOUSE
TRINITY_DN53905_c0_g2,LORF2_MOUSE
TRINITY_DN53905_c0_g4,LORF2_MOUSE
TRINITY_DN5390_c0_g1,C19BA_BACUH
TRINITY_DN5391_c0_g1,MTMRD_XENLA
TRINITY_DN5391_c0_g2,MTMRD_XENLA
TRINITY_DN5392_c0_g1,ARSJ_MOUSE
TRINITY_DN5392_c1_g1,ARSI_CANLF
TRINITY_DN5392_c1_g2,ARSI_MOUSE
TRINITY_DN53943_c0_g1,FANCB_HUMAN
TRINITY_DN53946_c0_g1,SMC1A_XENLA
TRINITY_DN5394_c0_g1,ACD10_HUMAN
TRINITY_DN53955_c0_g1,CP2F2_MOUSE
TRINITY_DN53963_c0_g1,ETFD_HUMAN
TRINITY_DN5396_c0_g1,SCAR3_MOUSE
TRINITY_DN53972_c0_g1,SYVC_RAT
TRINITY_DN53974_c0_g1,ZN572_BOVIN
TRINITY_DN53974_c0_g2,ZN300_HUMAN
TRINITY_DN53974_c1_g1,ZG71_XENLA
